;Score;Kills;Deaths;K/D;Damage;Headshots;Dominations;Shots Fired;Shots Hit;Shots Accuracy;Snipers Killed;Domination Overkills;Domination Revenges;Bombs Planted;Bombs Defused;Money Earned;Hostages Rescued;MVP;Wins;Ties;Matches Played;Losses;Rounds Played;Rounds Won;Win %;Headshot %
2251;245490.0;72290.0;120931.0;0.6;10361212.0;30525.0;695.0;1323832.0;262081.0;19.8;5725.0;802.0;234.0;1413.0;307.0;163098789.0;200.0;7544.0;2315.0;0.0;4810.0;2495.0;58713.0;2315.0;48.1;42.2
2252;24833.0;17237.0;5563.0;3.1;2053967.0;3504.0;83.0;135857.0;22993.0;16.9;739.0;207.0;31.0;539.0;198.0;67083950.0;500.0;1087.0;142.0;0.0;304.0;162.0;5940.0;142.0;46.7;20.3
2253;40054.0;11543.0;13691.0;0.84;2920117.0;3370.0;217.0;165278.0;34538.0;20.9;860.0;214.0;117.0;338.0;86.0;15867550.0;0.0;770.0;183.0;0.0;654.0;471.0;6661.0;183.0;28.0;29.2
2254;29644.0;9604.0;8636.0;1.11;1506690.0;4875.0;89.0;158854.0;23071.0;14.5;1418.0;239.0;20.0;783.0;95.0;36224528.0;1.0;1137.0;602.0;0.0;770.0;168.0;12505.0;602.0;78.2;50.8
2255;305678.0;137392.0;157506.0;0.87;19345690.0;52291.0;82.0;2414049.0;531874.0;22.0;6474.0;71.0;40.0;8152.0;1271.0;516048683.0;96.0;17637.0;3076.0;0.0;6943.0;3867.0;173524.0;3076.0;44.3;38.1
2256;36303.0;13041.0;13160.0;0.99;1896088.0;3537.0;63.0;273818.0;57543.0;21.0;861.0;46.0;27.0;1113.0;204.0;44443825.0;7.0;1206.0;321.0;0.0;739.0;418.0;14652.0;321.0;43.4;27.1
2257;2660.0;4368.0;3795.0;1.15;593827.0;1729.0;20.0;69441.0;15254.0;22.0;248.0;15.0;6.0;23.0;6.0;1756275.0;0.0;66.0;25.0;0.0;132.0;107.0;745.0;25.0;18.9;39.6
2258;82788.0;34113.0;35407.0;0.96;4919978.0;12418.0;105.0;740295.0;125388.0;16.9;1711.0;78.0;40.0;2182.0;411.0;113311950.0;5.0;4751.0;967.0;0.0;2029.0;1062.0;43151.0;967.0;47.7;36.4
2259;125160.0;25875.0;18933.0;1.37;3717609.0;7970.0;608.0;354150.0;73818.0;20.8;2573.0;1007.0;167.0;1404.0;163.0;40225161.0;0.0;2222.0;400.0;0.0;1022.0;622.0;14941.0;400.0;39.1;30.8
2260;351713.0;85802.0;121783.0;0.7;11837082.0;46266.0;1074.0;1422363.0;330067.0;23.2;4233.0;966.0;372.0;3106.0;539.0;142470100.0;0.0;4588.0;945.0;0.0;2491.0;1546.0;48547.0;945.0;37.9;53.9
2261;909482.0;144486.0;152324.0;0.95;20708587.0;30900.0;3621.0;3174539.0;463910.0;14.6;15946.0;2737.0;1728.0;5837.0;673.0;252241778.0;10.0;6341.0;1691.0;0.0;6827.0;5136.0;92333.0;1691.0;24.8;21.4
2262;46295.0;20208.0;15891.0;1.27;2853825.0;6337.0;78.0;303032.0;75124.0;24.8;1585.0;85.0;29.0;987.0;255.0;52098800.0;17.0;2553.0;465.0;0.0;977.0;512.0;17881.0;465.0;47.6;31.4
2263;104774.0;49254.0;42596.0;1.16;6779904.0;23642.0;116.0;760807.0;133448.0;17.5;3166.0;190.0;85.0;954.0;316.0;130268328.0;503.0;6001.0;1029.0;0.0;1901.0;872.0;40502.0;1029.0;54.1;48.0
2264;382309.0;102405.0;107070.0;0.96;15372635.0;49681.0;1271.0;2204358.0;311291.0;14.1;6905.0;1086.0;432.0;4996.0;1231.0;217248000.0;4.0;12994.0;1958.0;0.0;5491.0;3533.0;97051.0;1958.0;35.7;48.5
2265;402922.0;172571.0;123124.0;1.4;24017750.0;87454.0;641.0;2612492.0;526946.0;20.2;7508.0;777.0;62.0;10363.0;2323.0;414118575.0;17.0;23427.0;3086.0;0.0;5705.0;2619.0;138712.0;3086.0;54.1;50.7
2266;678351.0;196500.0;145521.0;1.35;27015140.0;88088.0;2257.0;3616738.0;728021.0;20.1;10308.0;4119.0;204.0;7411.0;3317.0;247548704.0;1617.0;20564.0;2724.0;0.0;5950.0;3226.0;118780.0;2724.0;45.8;44.8
2267;27289.0;12656.0;12850.0;0.98;1795420.0;3500.0;177.0;275993.0;50637.0;18.3;1423.0;123.0;98.0;521.0;86.0;27401950.0;3.0;896.0;283.0;0.0;833.0;550.0;9788.0;283.0;34.0;27.7
2268;163497.0;63080.0;50198.0;1.26;8614923.0;28651.0;708.0;1128423.0;206130.0;18.3;3305.0;1634.0;32.0;3961.0;670.0;167713525.0;4.0;4878.0;1236.0;0.0;2717.0;1481.0;59340.0;1236.0;45.5;45.4
2269;1059.0;1250.0;1080.0;1.16;177933.0;458.0;40.0;34451.0;5219.0;15.1;152.0;23.0;12.0;11.0;1.0;900025.0;0.0;54.0;26.0;0.0;100.0;74.0;389.0;26.0;26.0;36.6
2270;129301.0;48990.0;43615.0;1.12;6959165.0;14848.0;222.0;982153.0;187758.0;19.1;4920.0;179.0;91.0;1436.0;430.0;126091699.0;2.0;4939.0;1253.0;0.0;2655.0;1402.0;43798.0;1253.0;47.2;30.3
2271;172989.0;47389.0;40964.0;1.16;6837925.0;15293.0;611.0;728074.0;160448.0;22.0;4058.0;537.0;248.0;1764.0;344.0;107627700.0;5.0;4819.0;795.0;0.0;1942.0;1147.0;36241.0;795.0;40.9;32.3
2272;389887.0;71436.0;52062.0;1.37;9820801.0;34873.0;2111.0;955639.0;231750.0;24.3;4710.0;2549.0;212.0;1825.0;675.0;86547450.0;25.0;5122.0;1054.0;0.0;2823.0;1769.0;39591.0;1054.0;37.3;48.8
2273;207287.0;82179.0;76886.0;1.07;11988663.0;32940.0;284.0;1230802.0;229855.0;18.7;6587.0;181.0;176.0;2883.0;1058.0;223444807.0;4.0;11454.0;1624.0;0.0;3788.0;2164.0;81101.0;1624.0;42.9;40.1
2274;30658.0;6444.0;4827.0;1.33;866910.0;1968.0;149.0;132201.0;25501.0;19.3;440.0;151.0;8.0;181.0;45.0;10717200.0;2.0;396.0;63.0;0.0;301.0;238.0;4210.0;63.0;20.9;30.5
2275;117594.0;48085.0;25486.0;1.89;6989092.0;16570.0;272.0;377506.0;94357.0;25.0;6991.0;460.0;73.0;976.0;280.0;112702700.0;500.0;6889.0;699.0;0.0;1585.0;886.0;28281.0;699.0;44.1;34.5
2276;203250.0;91262.0;78465.0;1.16;13031808.0;50195.0;410.0;1561317.0;310269.0;19.9;4997.0;468.0;23.0;1111.0;587.0;143906925.0;2.0;3791.0;1025.0;0.0;2471.0;1446.0;53216.0;1025.0;41.5;55.0
2277;86863.0;30522.0;28462.0;1.07;4403320.0;10842.0;263.0;711074.0;118638.0;16.7;1989.0;357.0;82.0;1945.0;361.0;85373550.0;101.0;2791.0;661.0;0.0;1505.0;844.0;29982.0;661.0;43.9;35.5
2278;300951.0;151793.0;126486.0;1.2;21690739.0;58587.0;172.0;1593137.0;340849.0;21.4;10988.0;307.0;49.0;6925.0;2251.0;401910174.0;724.0;22577.0;2562.0;0.0;5003.0;2441.0;137532.0;2562.0;51.2;38.6
2279;336941.0;61295.0;55640.0;1.1;8551514.0;28363.0;1180.0;1271077.0;234391.0;18.4;3413.0;1206.0;278.0;1764.0;503.0;110190264.0;43.0;4475.0;1329.0;0.0;3325.0;1996.0;39831.0;1329.0;40.0;46.3
2280;75189.0;31175.0;31096.0;1.0;4368127.0;10622.0;264.0;639771.0;143112.0;22.4;2009.0;245.0;120.0;1487.0;215.0;78036550.0;6.0;2694.0;1065.0;0.0;2467.0;1402.0;28522.0;1065.0;43.2;34.1
2281;175818.0;86328.0;47349.0;1.82;11880655.0;39633.0;848.0;1214227.0;242555.0;20.0;4923.0;850.0;248.0;2829.0;776.0;141751402.0;114.0;6769.0;2710.0;0.0;5808.0;3098.0;48707.0;2710.0;46.7;45.9
2282;124788.0;43410.0;41095.0;1.06;6395808.0;14816.0;302.0;691939.0;147458.0;21.3;3007.0;276.0;65.0;1590.0;458.0;120444050.0;10.0;4587.0;1023.0;0.0;2385.0;1362.0;42639.0;1023.0;42.9;34.1
2283;543079.0;137436.0;124232.0;1.11;19760639.0;63745.0;1738.0;1897114.0;395404.0;20.8;10369.0;1742.0;558.0;4366.0;1239.0;281416907.0;1133.0;13473.0;2357.0;0.0;6279.0;3922.0;111634.0;2357.0;37.5;46.4
2284;262190.0;111103.0;78757.0;1.41;15453347.0;42155.0;419.0;1624654.0;304285.0;18.7;6836.0;1040.0;30.0;3677.0;1096.0;227090811.0;50.0;12721.0;2113.0;0.0;4030.0;1917.0;88410.0;2113.0;52.4;37.9
2285;70866.0;18731.0;18018.0;1.04;2642195.0;6547.0;276.0;283274.0;75373.0;26.6;1227.0;206.0;165.0;469.0;115.0;40661750.0;0.0;1412.0;339.0;0.0;916.0;577.0;13833.0;339.0;37.0;35.0
2286;18473.0;6630.0;5633.0;1.18;1033187.0;2526.0;121.0;86045.0;20781.0;24.2;684.0;178.0;94.0;109.0;14.0;8922550.0;3.0;713.0;159.0;0.0;437.0;278.0;4119.0;159.0;36.4;38.1
2287;226835.0;118742.0;92697.0;1.28;16096570.0;56323.0;66.0;1964795.0;408703.0;20.8;5248.0;62.0;15.0;3735.0;1037.0;160151400.0;5.0;7751.0;1454.0;0.0;4064.0;2610.0;61736.0;1454.0;35.8;47.4
2288;71583.0;29305.0;22672.0;1.29;4174594.0;13026.0;96.0;430699.0;97284.0;22.6;1811.0;95.0;33.0;1485.0;306.0;77092300.0;529.0;3455.0;594.0;0.0;1301.0;707.0;25937.0;594.0;45.7;44.4
2289;69853.0;31096.0;23044.0;1.35;4177438.0;11871.0;79.0;568979.0;119209.0;21.0;1904.0;51.0;20.0;1902.0;403.0;77855700.0;10.0;3031.0;758.0;0.0;1441.0;683.0;26837.0;758.0;52.6;38.2
2290;17888.0;9334.0;8712.0;1.07;1372973.0;3107.0;33.0;157821.0;34508.0;21.9;896.0;30.0;5.0;335.0;73.0;22703551.0;0.0;1107.0;243.0;0.0;451.0;208.0;7971.0;243.0;53.9;33.3
2291;269223.0;90720.0;68830.0;1.32;12906107.0;38846.0;685.0;1786144.0;339658.0;19.0;4568.0;756.0;106.0;4729.0;1277.0;194650055.0;19.0;10816.0;1574.0;0.0;3299.0;1725.0;71985.0;1574.0;47.7;42.8
2292;69918.0;17903.0;18006.0;0.99;2539633.0;6440.0;205.0;349100.0;69085.0;19.8;1071.0;166.0;57.0;889.0;106.0;51276650.0;0.0;1403.0;336.0;0.0;900.0;564.0;17205.0;336.0;37.3;36.0
2293;681.0;658.0;644.0;1.02;87147.0;243.0;17.0;15049.0;3059.0;20.3;46.0;11.0;13.0;22.0;6.0;908500.0;0.0;39.0;18.0;0.0;58.0;40.0;355.0;18.0;31.0;36.9
2294;426251.0;167607.0;156177.0;1.07;23073618.0;86385.0;551.0;2921449.0;555953.0;19.0;7860.0;472.0;211.0;4410.0;1796.0;316321548.0;516.0;17216.0;3465.0;0.0;6875.0;3410.0;128721.0;3465.0;50.4;51.5
2295;183220.0;55828.0;42908.0;1.3;8042038.0;22323.0;629.0;980920.0;196322.0;20.0;3903.0;759.0;91.0;2123.0;532.0;131046450.0;8.0;5648.0;1123.0;0.0;2525.0;1402.0;45534.0;1123.0;44.5;40.0
2296;387934.0;184256.0;189917.0;0.97;26312223.0;95156.0;207.0;2932757.0;587010.0;20.0;7323.0;219.0;34.0;7651.0;2267.0;511693338.0;10.0;16494.0;3163.0;0.0;5697.0;2534.0;178279.0;3163.0;55.5;51.6
2297;435338.0;188734.0;187089.0;1.01;26735861.0;100891.0;456.0;3390214.0;629786.0;18.6;8396.0;440.0;95.0;9889.0;2759.0;446823475.0;95.0;20799.0;2993.0;0.0;6445.0;3452.0;160727.0;2993.0;46.4;53.5
2298;3469.0;1209.0;538.0;2.25;164625.0;482.0;27.0;24177.0;4156.0;17.2;43.0;0.0;1.0;165.0;17.0;2303075.0;4.0;243.0;22.0;0.0;40.0;18.0;774.0;22.0;55.0;39.9
2299;155277.0;62145.0;50257.0;1.24;9351043.0;26188.0;326.0;1109986.0;199263.0;18.0;3669.0;437.0;49.0;1947.0;665.0;147976750.0;29.0;6812.0;1010.0;0.0;2056.0;1046.0;51738.0;1010.0;49.1;42.1
2300;185519.0;32412.0;24149.0;1.34;4580366.0;12086.0;741.0;605495.0;123312.0;20.4;2577.0;983.0;209.0;825.0;117.0;43695950.0;17.0;1983.0;667.0;0.0;1565.0;898.0;16074.0;667.0;42.6;37.3
2301;11500.0;12641.0;3993.0;3.17;1411747.0;2392.0;19.0;81545.0;12969.0;15.9;379.0;107.0;25.0;150.0;109.0;57443550.0;503.0;588.0;102.0;0.0;249.0;147.0;3934.0;102.0;41.0;18.9
2302;55613.0;27555.0;13802.0;2.0;3506176.0;10202.0;277.0;229869.0;54139.0;23.6;1394.0;494.0;42.0;329.0;237.0;81935850.0;505.0;1862.0;351.0;0.0;640.0;289.0;10578.0;351.0;54.8;37.0
2303;100285.0;39855.0;59931.0;0.67;5993946.0;11271.0;270.0;910448.0;146870.0;16.1;2908.0;170.0;475.0;2252.0;367.0;124292061.0;2.0;3488.0;1101.0;0.0;3374.0;2273.0;53406.0;1101.0;32.6;28.3
2304;45385.0;13148.0;11806.0;1.11;1827563.0;4170.0;138.0;218467.0;49191.0;22.5;900.0;136.0;61.0;826.0;164.0;32435000.0;1.0;1127.0;228.0;0.0;581.0;353.0;11525.0;228.0;39.2;31.7
2305;2539.0;838.0;929.0;0.9;111624.0;318.0;35.0;17358.0;3804.0;21.9;54.0;18.0;21.0;1.0;0.0;151300.0;0.0;3.0;16.0;0.0;84.0;68.0;124.0;16.0;19.0;37.9
2306;20458.0;3399.0;3215.0;1.06;444739.0;1206.0;69.0;75757.0;14152.0;18.7;266.0;64.0;44.0;58.0;38.0;4734500.0;0.0;192.0;83.0;0.0;232.0;149.0;2140.0;83.0;35.8;35.5
2307;49146.0;29352.0;25734.0;1.14;4018734.0;9521.0;330.0;660934.0;128417.0;19.4;2886.0;240.0;168.0;816.0;210.0;67790900.0;57.0;2762.0;614.0;0.0;1544.0;930.0;22635.0;614.0;39.8;32.4
2308;80743.0;35053.0;34646.0;1.01;5047719.0;13040.0;98.0;832635.0;135043.0;16.2;2780.0;62.0;48.0;2510.0;524.0;123937025.0;31.0;4329.0;853.0;0.0;1862.0;1009.0;41628.0;853.0;45.8;37.2
2309;59953.0;25336.0;19899.0;1.27;3507158.0;11976.0;437.0;492461.0;93114.0;18.9;1259.0;395.0;113.0;970.0;307.0;52081608.0;10.0;2707.0;628.0;0.0;1388.0;760.0;18729.0;628.0;45.2;47.3
2310;36452.0;26343.0;15835.0;1.66;3391005.0;7327.0;53.0;352430.0;52786.0;15.0;821.0;129.0;54.0;765.0;188.0;79152650.0;501.0;1899.0;296.0;0.0;785.0;489.0;18951.0;296.0;37.7;27.8
2311;98525.0;30540.0;27650.0;1.1;4289000.0;11000.0;321.0;568810.0;105284.0;18.5;1906.0;348.0;75.0;1190.0;250.0;75288950.0;14.0;3225.0;660.0;0.0;1641.0;981.0;28290.0;660.0;40.2;36.0
2312;20671.0;6373.0;228747.0;0.03;820059.0;2182.0;190.0;145239.0;32306.0;22.2;391.0;141.0;80.0;101.0;20.0;31681950.0;16.0;209.0;10509.0;0.0;23828.0;13319.0;28809.0;10509.0;44.1;34.2
2313;94813.0;31155.0;30229.0;1.03;4542318.0;11314.0;170.0;366017.0;84501.0;23.1;2390.0;162.0;66.0;1447.0;283.0;74524900.0;4.0;3267.0;650.0;0.0;1462.0;812.0;29223.0;650.0;44.5;36.3
2314;164928.0;46633.0;41687.0;1.12;6287245.0;20276.0;713.0;972444.0;172021.0;17.7;2554.0;680.0;191.0;2337.0;513.0;101992653.0;1.0;3295.0;702.0;0.0;2163.0;1461.0;35623.0;702.0;32.5;43.5
2315;506241.0;146006.0;130701.0;1.12;20662026.0;53671.0;1857.0;2430304.0;446004.0;18.4;8438.0;2104.0;243.0;11912.0;2201.0;424428750.0;508.0;15583.0;2847.0;0.0;6510.0;3663.0;145328.0;2847.0;43.7;36.8
2316;1634.0;724.0;1108.0;0.65;128568.0;324.0;6.0;26503.0;3150.0;11.9;44.0;3.0;1.0;19.0;2.0;2068150.0;0.0;61.0;43.0;0.0;80.0;37.0;1037.0;43.0;53.8;44.8
2317;1521.0;763.0;651.0;1.17;103496.0;243.0;5.0;13044.0;3365.0;25.8;73.0;2.0;2.0;30.0;6.0;1759500.0;0.0;81.0;20.0;0.0;41.0;21.0;694.0;20.0;48.8;31.8
2318;153689.0;66527.0;64821.0;1.03;9971161.0;27105.0;165.0;1154268.0;194220.0;16.8;4977.0;490.0;67.0;3033.0;968.0;185246650.0;1.0;12340.0;1541.0;0.0;3410.0;1869.0;75752.0;1541.0;45.2;40.7
2319;234244.0;104301.0;85812.0;1.22;15028791.0;43648.0;754.0;1662739.0;328522.0;19.8;4269.0;889.0;123.0;5254.0;1277.0;286154964.0;21.0;8993.0;1994.0;0.0;4467.0;2473.0;90361.0;1994.0;44.6;41.8
2320;404340.0;91238.0;80734.0;1.13;13519613.0;36041.0;1346.0;1540492.0;293298.0;19.0;8037.0;1384.0;420.0;4361.0;959.0;197691650.0;30.0;9181.0;1963.0;0.0;4922.0;2959.0;73238.0;1963.0;39.9;39.5
2321;115868.0;33833.0;22421.0;1.51;5015733.0;16402.0;654.0;549142.0;112135.0;20.4;2294.0;907.0;31.0;959.0;277.0;64545450.0;60.0;3043.0;536.0;0.0;1106.0;570.0;22852.0;536.0;48.5;48.5
2322;194339.0;85833.0;73760.0;1.16;12006373.0;30291.0;521.0;1223311.0;279842.0;22.9;6426.0;520.0;223.0;3333.0;1154.0;210130992.0;51.0;11722.0;1804.0;0.0;3763.0;1959.0;76124.0;1804.0;47.9;35.3
2323;333262.0;65156.0;58751.0;1.11;9118580.0;17944.0;1459.0;967720.0;195175.0;20.2;5946.0;1421.0;513.0;2872.0;492.0;115911387.0;2.0;3484.0;880.0;0.0;2636.0;1756.0;40715.0;880.0;33.4;27.5
2324;165956.0;47975.0;48320.0;0.99;7217375.0;22177.0;465.0;771504.0;152877.0;19.8;3348.0;560.0;116.0;1989.0;578.0;141144400.0;5.0;4458.0;934.0;0.0;2288.0;1354.0;49244.0;934.0;40.8;46.2
2325;308916.0;143584.0;117797.0;1.22;21197744.0;56290.0;156.0;1843609.0;430318.0;23.3;9711.0;208.0;23.0;6426.0;1635.0;438798837.0;7.0;10920.0;1817.0;0.0;3755.0;1938.0;147763.0;1817.0;48.4;39.2
2326;20929.0;13723.0;13968.0;0.98;1902052.0;4179.0;309.0;316123.0;61972.0;19.6;1023.0;244.0;184.0;582.0;90.0;26192900.0;10.0;1044.0;311.0;0.0;957.0;646.0;9561.0;311.0;32.5;30.5
2327;49762.0;11500.0;10196.0;1.13;1535778.0;3697.0;156.0;219813.0;49440.0;22.5;741.0;117.0;64.0;521.0;100.0;26596400.0;0.0;917.0;218.0;0.0;563.0;345.0;9299.0;218.0;38.7;32.1
2328;35043.0;15893.0;10888.0;1.46;2273128.0;6106.0;63.0;354600.0;59513.0;16.8;1586.0;45.0;13.0;373.0;95.0;38063825.0;90.0;1926.0;518.0;0.0;976.0;458.0;14182.0;518.0;53.1;38.4
2329;296132.0;74779.0;82285.0;0.91;10115069.0;34814.0;413.0;906270.0;210018.0;23.2;1556.0;304.0;348.0;1279.0;136.0;48482450.0;251.0;1486.0;1425.0;0.0;3650.0;2225.0;15007.0;1425.0;39.0;46.6
2330;327953.0;152277.0;160026.0;0.95;21443827.0;80901.0;76.0;2179443.0;492892.0;22.6;6972.0;46.0;10.0;6409.0;1262.0;297494750.0;6.0;9820.0;1663.0;0.0;3993.0;2330.0;122551.0;1663.0;41.6;53.1
2331;193183.0;96957.0;72966.0;1.33;13535792.0;50468.0;162.0;1607625.0;318739.0;19.8;3572.0;195.0;10.0;2177.0;1059.0;206350954.0;25.0;5564.0;1008.0;0.0;2128.0;1120.0;77465.0;1008.0;47.4;52.1
2332;8088.0;807.0;1090.0;0.74;109382.0;283.0;23.0;18661.0;4109.0;22.0;70.0;7.0;29.0;8.0;3.0;400450.0;0.0;22.0;14.0;0.0;57.0;43.0;322.0;14.0;24.6;35.1
2333;59866.0;13380.0;11127.0;1.2;1980818.0;5269.0;248.0;220429.0;47908.0;21.7;972.0;307.0;41.0;832.0;157.0;33294050.0;1.0;1500.0;338.0;0.0;716.0;378.0;10942.0;338.0;47.2;39.4
2334;8771.0;12504.0;1838.0;6.8;1408537.0;1440.0;17.0;42924.0;9373.0;21.8;290.0;100.0;20.0;153.0;128.0;56180250.0;500.0;362.0;67.0;0.0;104.0;37.0;2330.0;67.0;64.4;11.5
2335;188644.0;84502.0;69115.0;1.22;12028350.0;27771.0;422.0;1411143.0;276086.0;19.6;7378.0;374.0;143.0;2887.0;957.0;195440456.0;5.0;8764.0;1629.0;0.0;3723.0;2094.0;70724.0;1629.0;43.8;32.9
2336;110559.0;44117.0;45328.0;0.97;6405473.0;16121.0;138.0;960706.0;169676.0;17.7;3011.0;99.0;58.0;4233.0;569.0;160263275.0;64.0;5269.0;1106.0;0.0;2418.0;1312.0;53528.0;1106.0;45.7;36.5
2337;78286.0;28147.0;19246.0;1.46;4233019.0;10158.0;247.0;371259.0;75019.0;20.2;2781.0;491.0;17.0;947.0;356.0;58104025.0;8.0;2758.0;382.0;0.0;880.0;498.0;19594.0;382.0;43.4;36.1
2338;4743.0;1325.0;1136.0;1.17;172355.0;436.0;13.0;33792.0;5665.0;16.8;137.0;21.0;3.0;55.0;10.0;3359100.0;6.0;167.0;36.0;0.0;75.0;39.0;1174.0;36.0;48.0;32.9
2339;54779.0;21880.0;19271.0;1.14;2407756.0;4853.0;64.0;159718.0;28306.0;17.7;442.0;297.0;34.0;585.0;153.0;67350800.0;500.0;1351.0;217.0;0.0;554.0;337.0;14900.0;217.0;39.2;22.2
2340;25415.0;8621.0;8356.0;1.03;1247300.0;3704.0;102.0;162242.0;28583.0;17.6;761.0;91.0;30.0;342.0;78.0;21046800.0;0.0;971.0;194.0;0.0;496.0;302.0;7582.0;194.0;39.1;43.0
2341;420193.0;142580.0;120806.0;1.18;21197805.0;74162.0;3315.0;2260287.0;375397.0;16.6;8733.0;9994.0;319.0;6468.0;974.0;321063238.0;14.0;9068.0;2392.0;0.0;5232.0;2840.0;110898.0;2392.0;45.7;52.0
2342;6196.0;2291.0;911.0;2.51;339409.0;1363.0;89.0;27418.0;5878.0;21.4;107.0;157.0;7.0;54.0;38.0;1914700.0;0.0;283.0;47.0;0.0;91.0;44.0;795.0;47.0;51.6;59.5
2343;4053.0;586.0;727.0;0.81;74165.0;231.0;20.0;18170.0;3011.0;16.6;30.0;17.0;14.0;8.0;1.0;351450.0;0.0;7.0;10.0;0.0;58.0;48.0;181.0;10.0;17.2;39.4
2344;121328.0;67990.0;75946.0;0.9;9188614.0;21552.0;2298.0;1157770.0;292051.0;25.2;3837.0;1845.0;1287.0;829.0;134.0;151266075.0;520.0;2678.0;6072.0;0.0;13383.0;7311.0;32034.0;6072.0;45.4;31.7
2345;137611.0;66073.0;68242.0;0.97;9119561.0;36562.0;464.0;1097245.0;236544.0;21.6;2131.0;498.0;142.0;4373.0;816.0;192785175.0;5.0;4423.0;1312.0;0.0;1711.0;399.0;36342.0;1312.0;76.7;55.3
2346;293628.0;132365.0;103323.0;1.28;20149741.0;61972.0;421.0;2098553.0;382594.0;18.2;9790.0;469.0;147.0;4462.0;2490.0;213532423.0;3.0;21117.0;2084.0;0.0;4712.0;2628.0;128150.0;2084.0;44.2;46.8
2347;21150.0;11623.0;11310.0;1.03;1576218.0;3806.0;102.0;202665.0;49469.0;24.4;671.0;79.0;76.0;572.0;79.0;28517200.0;2.0;1248.0;226.0;0.0;666.0;440.0;9925.0;226.0;33.9;32.7
2348;142983.0;63407.0;64200.0;0.99;8920111.0;24851.0;96.0;1203459.0;244517.0;20.3;3075.0;95.0;45.0;5248.0;778.0;215420175.0;4.0;6728.0;1285.0;0.0;3036.0;1751.0;72425.0;1285.0;42.3;39.2
2349;10842.0;3532.0;2724.0;1.3;464944.0;1264.0;27.0;59839.0;13069.0;21.8;283.0;25.0;7.0;109.0;28.0;8206650.0;0.0;210.0;134.0;0.0;277.0;143.0;2939.0;134.0;48.4;35.8
2350;216113.0;79240.0;84873.0;0.93;11915487.0;36135.0;311.0;1268715.0;246904.0;19.5;6372.0;297.0;217.0;2728.0;812.0;249930700.0;505.0;9612.0;1730.0;0.0;3769.0;2039.0;85542.0;1730.0;45.9;45.6
2351;53067.0;25788.0;31477.0;0.82;3699194.0;10300.0;135.0;478037.0;98873.0;20.7;1531.0;96.0;69.0;988.0;168.0;91212256.0;28.0;1713.0;703.0;0.0;1894.0;1191.0;32696.0;703.0;37.1;39.9
2352;44933.0;16821.0;14095.0;1.19;2526196.0;7472.0;166.0;241888.0;49953.0;20.7;2495.0;255.0;50.0;776.0;339.0;38158597.0;1.0;2160.0;580.0;0.0;1265.0;685.0;15922.0;580.0;45.8;44.4
2353;849343.0;102102.0;85553.0;1.19;13675642.0;41894.0;3563.0;1432765.0;379588.0;26.5;7076.0;3161.0;1539.0;1205.0;267.0;67622400.0;4.0;2774.0;596.0;0.0;4592.0;3996.0;25558.0;596.0;13.0;41.0
2354;96485.0;38426.0;17632.0;2.18;5046656.0;21823.0;297.0;415475.0;78978.0;19.0;1993.0;433.0;27.0;974.0;267.0;54080520.0;3.0;3510.0;5036.0;0.0;5348.0;312.0;23562.0;5036.0;94.2;56.8
2355;1952.0;1203.0;984.0;1.22;170212.0;505.0;31.0;24177.0;5077.0;21.0;76.0;40.0;5.0;32.0;5.0;2202150.0;19.0;103.0;45.0;0.0;101.0;56.0;894.0;45.0;44.6;42.0
2356;30442.0;31610.0;21477.0;1.47;4256549.0;9013.0;455.0;368950.0;80348.0;21.8;2222.0;415.0;246.0;433.0;221.0;90139988.0;503.0;2395.0;523.0;0.0;1405.0;882.0;16522.0;523.0;37.2;28.5
2357;346295.0;131640.0;173170.0;0.76;18321832.0;76445.0;630.0;1593004.0;321594.0;20.2;8894.0;556.0;498.0;4567.0;1931.0;102635986.0;4.0;10303.0;1262.0;0.0;3278.0;2016.0;67513.0;1262.0;38.5;58.1
2358;10932.0;6439.0;6171.0;1.04;993124.0;2651.0;0.0;137295.0;24138.0;17.6;295.0;0.0;0.0;146.0;61.0;17025925.0;0.0;24.0;12.0;0.0;18.0;6.0;5510.0;12.0;66.7;41.2
2359;208297.0;82524.0;32179.0;2.56;13381701.0;46437.0;374.0;826791.0;243649.0;29.5;7810.0;443.0;75.0;2423.0;349.0;89112150.0;662.0;8828.0;2134.0;0.0;3074.0;940.0;38377.0;2134.0;69.4;56.3
2360;64802.0;29362.0;32574.0;0.9;4196073.0;9212.0;54.0;532778.0;107143.0;20.1;2298.0;40.0;20.0;1377.0;302.0;106437950.0;1.0;3100.0;656.0;0.0;1594.0;938.0;36480.0;656.0;41.2;31.4
2361;154320.0;52742.0;35414.0;1.49;7533225.0;13935.0;791.0;697443.0;132799.0;19.0;4466.0;895.0;173.0;1197.0;481.0;118183850.0;511.0;5452.0;916.0;0.0;2791.0;1875.0;30828.0;916.0;32.8;26.4
2362;92716.0;47350.0;35303.0;1.34;6508229.0;12427.0;259.0;660975.0;134159.0;20.3;3630.0;296.0;210.0;1640.0;413.0;140769000.0;534.0;5303.0;919.0;0.0;2056.0;1137.0;33627.0;919.0;44.7;26.2
2363;404720.0;96363.0;76280.0;1.26;13654907.0;39691.0;1665.0;1595410.0;323183.0;20.3;6214.0;1827.0;439.0;2821.0;561.0;153477050.0;18.0;6771.0;1864.0;0.0;4225.0;2361.0;54457.0;1864.0;44.1;41.2
